pdes,popular_name,M1,K1,source_citation,notes,match_confidence,bigv_designation_old,bigv_page,ocr_excerpt
1917 F1,Mellish's Comet (1917 I),7.3,10.0,"Vsekhsvyatskij 1958, C.A.M.","matched by name (Mellish) + Aries 19 March 1917 -> 1917 F1; bright comet 5-7m at discovery, naked-eye visible at moderate distance; V.I y=9.8 H0=7m.4 (Asklof); C.A.M. H10=7m.3; chose C.A.M. per sec 3.1; tail 5+ deg in late April; sanity check: peak ~5m with r_peri=0.19, Δ=0.87 -> peak ~ 7.3 + 5log(0.165) - 10log(0.19) = 7.3 - 3.91 + 7.21 = 10.6 — too faint vs reported 5m; may indicate underestimate of M1 due to coma-only photometry; type II or III tail; page-image proofread vs page 411-412: confirmed",high,1917 I,411,"According to Asklof's estimates, V.I gave y=9.8, H0=7m.4; in C.A.M., H10=7m.3."
1917 H1,Schaumasse's Comet (1917 II),10.5,10.0,"Vsekhsvyatskij 1958, C.A.M.","matched by name (Schaumasse) + Pegasus 15 April 1917 -> 1917 H1; Moiseev y=-4 H0=9m.2 (Holetschek), y=3.5 H0=8m.6 (Abetti) — negative y indicates 'almost constant reduced brightness regardless of increasing r'; Bobrovnikoff y=-44 H0=9m.4; brightness flare at end of May/June; C.A.M. H10=10m.5; chose C.A.M. per sec 3.1; non-standard y (negative); page-image proofread vs page 412-413: confirmed",medium,1917 II,412,"N.D. Moiseev, A.N., 223:215, obtained from Holetschek's observations y=-4, H0=9m.2; from Abetti's observations, H0=8m.6, y=3.5. The negative y-value is merely a formal expression to indicate that after the perihelion passage the comet retained an almost constant reduced brightness regardless of the increasing r. Bobrovnikoff obtained almost the same result; y=-44, H0=9m.4. An obvious brightness flare at the end of May and in June; in C.A.M., H10=10m.5."
2P,Encke's Comet,10.6,10.0,"Vsekhsvyatskij 1958, C.A.M.","matched by body — 'thirty-fourth recorded apparition of the short-period Comet Encke' = 2P; C.A.M. H10=10m.6; Vsekhsvyatskii A.Zh. 31:286 reapprasial: 'when r=0.6, H10=9m.9'; chose C.A.M. per sec 3.1; periodic — will dedupe with other 2P apparitions; D1=2'.5 in March; page-image proofread vs page 414: confirmed",high,1918 I,414,"In C.A.M., H10=10m.6. When r=0.6, H10=9m.9 according to Vsekhsvyatskii. — A.Zh., 31:286."
206P,Barnard-Boattini,11.0,10.0,"Vsekhsvyatskij 1958, C.A.M.","MANUAL DESIGNATION OVERRIDE — script gave 14P (wrong; 'Wolf' name match was for the photographer Wolf, not eponymous discoverer; body says 'Discovered by Schorr (Bergedorf) on a plate taken on 23 Nov.' with no periodicity claim; body's orbit note 'Revolution period 6 to 7 years' suggests short-period comet); target list 206P/Barnard-Boattini peri 1918-10-20 matches 23 Nov 1918 discovery (post-peri faint object 14m); V.I H10=11m.0; C.A.M. H10=11m.0; chose C.A.M. per sec 3.1; periodic — will dedupe with other 206P apparitions; very faint; page-image proofread vs page 415: confirmed",low,1918 III,415,"In V.I, H10=11m.0; same figure in C.A.M. In Nov. and Dec., D1=1'. Revolution period 6 to 7 years."
19P,Borrelly,10.2,10.0,"Vsekhsvyatskij 1958, C.A.M.","MANUAL DESIGNATION OVERRIDE — script gave 4P (wrong; per parent thread brief, 'Fayet' name match misidentified — body explicitly: 'third recorded apparition of the short-period Comet Borelly(1)' = 19P/Borrelly); discoverer Fayet was the recovery observer using Tolnay's ephemeris on 7 Aug 1918; target list 19P peri 1918-11-17 matches body's August discovery (3 months pre-peri); V.I y=11.0 H0=10m.0 h0=11m.3 (Yerkes/Washington); C.A.M. H10=10m.2; chose C.A.M. per sec 3.1; periodic — will dedupe with other 19P apparitions; reached m=9-10 in Dec 1918; anomalous (sunward) tail observed; page-image proofread vs page 415: confirmed",high,1918 IV,415,"V.I gave, from observations at Yerkes and Washington Observatories, y=11.0, H0=10m.0, h10=11m.3. In C.A.M., H10=10m.2. This gives m=13m.6 upon discovery (y=10)."
14P,Wolf,9.9,10.0,"Vsekhsvyatskij 1958, C.A.M.","MANUAL DESIGNATION OVERRIDE — script gave 206P (wrong; 'Barnard' name match was for the observer not discoverer); body explicitly: 'fifth recorded apparition of the short-period Comet Wolf(1)' = 14P/Wolf (Big V's count appears to differ from modern enumeration: 14P apparitions before 1918 were 1884, 1891, 1898, 1905, 1912 — should be 6th not 5th; Big V text simply has the count wrong); target list 14P peri 1918-12-13 matches body's 9 July 1918 Jonckheere recovery according to Kamienski's ephemeris; V.I y=20 H0=5m (Chofardet/van Biesbroeck); C.A.M. H10=9m.9; Kamienski adopted H10=9m.1; Vsekhsvyatskii later reappraisal A.Zh. 27:15 1950 gave H10(av)=8m.85; from Barnard h10=10m.4 (nucleus); chose C.A.M. per sec 3.1; periodic — will dedupe with other 14P apparitions; non-standard y=20; page-image proofread vs page 416: confirmed",medium,1918 V,416,"V.I gave, according to Chofardet's and van Biesbroeck's estimates y=20, H0=5; in C.A.M., H10=9m.9. Kamienski adopted H10=9m.1. After reappraisal of the entire data, Vsekhsvyatskii, A.Zh., 27:15, 1950, gave H10(av)=8m.85; from Barnard's estimate H10=10m.4 (nucleus)."
22P,Kopff,8.6,10.0,"Vsekhsvyatskij 1958, C.A.M.",matched by body — 'second recorded apparition of the short-period Comet Kopff (1906 IV)' = 22P; V.I H10=8m.9; C.A.M. H10=8m.6; chose C.A.M. per sec 3.1; periodic — will dedupe with other 22P apparitions; D1=3' in Sept; reached m=9-10; page-image proofread vs page 416-417: confirmed,high,1919 I,416,"In V.I, H10=8m.9; in C.A.M., H10=8m.6."
23P,Brorsen-Metcalf,9.6,10.0,"Vsekhsvyatskij 1958, other","MANUAL DESIGNATION OVERRIDE — script gave 15P (wrong); body explicitly: 'second recorded apparition of the periodic Comet Brorsen-Metcalf (1847 V)' = 23P/Brorsen-Metcalf; target list confirms 23P peri 1919-10-17 matches body's 20 Aug Metcalf discovery; bright naked-eye comet, peaked at m=4.5 in Sept-Oct; Selivanov y=12.6 H0=8m.7 (22 estimates); V.II H10=9m.6 (Holetschek/Nijland); Bobrovnikoff y=13.8 H0=10m.4 (Big V flags as 2m off); chose V.II Big V synthesis; periodic — will dedupe with other 23P apparitions; sanity check: peak m=4.5 with r_peri~0.49, Δ~0.85 -> peak ~ 9.6 + 5log(0.42) - 10log(0.49) = 9.6 - 1.89 + 3.10 = 10.8 — too faint vs reported 4.5m; may indicate H10 underestimate; non-standard y; page-image proofread vs page 418: confirmed",medium,1919 III,418,"S. Selivanov, Lesgaft Inst., 1922, making use of 22 estimates from 1 Sept. to 7 Oct., gave y=12.6, H0=8m.7; in V.II, H10=9m.6, from observations of Holetschek, Nijland et al. Bobrovnikoff, from 64 estimates from 26 Aug. to 5 Oct., obtained y=13.8, H0=10m.4; these parameters, however, give m=7m.1 at the beginning of September, a difference of 2m from the observed value."
24P,Schaumasse,10.9,10.0,"Vsekhsvyatskij 1958, other",matched by body — 'second recorded apparition of the short-period Comet Schaumasse' = 24P; only A.Zh. 7:217 H10=10m.9 cited (Vsekhsvyatskii); D1=1'.5; chose Vsekhsvyatskii Big V citation; periodic — will dedupe with other 24P apparitions; faint 10-12m; page-image proofread vs page 419: confirmed,medium,1919 IV,419,"In A.Zh., 7:217, H10=10m.9; D1=1'.5."
1919 Q2,Metcalf-Borrelly's Comet (1919 V),4.7,10.0,"Vsekhsvyatskij 1958, other","MANUAL DESIGNATION OVERRIDE — script gave 24P (wrong; 24P was the previous entry 1919 IV Schaumasse); body says discovered by Metcalf 22 Aug 1919 in Bootes, also Borrelly 23 Aug -> 1919 Q2 (Metcalf) per target list peri 1919-12-07; bright comet, peaked m=4.5-5 in Oct; E-I H10=6m.7 (Holetschek/Luther/Pidoux); Big V's reappraisal 'with estimates given' H10=4m.7 (BRIGHTER, preferred per V1 pattern when Big V recommends brighter synthesis); chose Big V synthesis 4m.7; sanity check: peak m=4.7 (Big V's H10) with r_peri=1.15, Δ=1.90 -> peak ~ 4.7 + 5log(2.18) + 10log(1.15) = 4.7 + 1.69 + 0.61 = 6.99 — too faint vs reported 4.5m; M1=4.7 may still be conservative; page-image proofread vs page 419: confirmed; ASYMMETRIC potentially",low,1919 V,419,"In E-I, H10=6m.7 from estimates of Holetschek, Luther, Pidoux et al.; with estimates given, H10=4m.7. In Sept. and Nov., D1=6'.4 to 9'.0."
10P,Tempel 2,10.0,10.0,"Vsekhsvyatskij 1958, other",MANUAL DESIGNATION OVERRIDE — script gave 21P (wrong); body explicitly: 'seventh recorded apparition of the short-period Comet Tempel(2)' = 10P; target list 10P peri 1920-06-10 matches body's 25 May Kudara discovery; V.II H10=10m.0 (van Biesbroeck and others); M.N. 90:712 Hm=10m.1 Hb=9m.5 Hs=11m.5; chose V.II 10.0 as primary; periodic — will dedupe with other 10P apparitions; D1=1'.6; page-image proofread vs page 420: confirmed,medium,1920 II,420,"In V.II, from observations of van Biesbroeck and others, H10=10m.0; in M.N., 90:712, Hm=10m.1, Hb=9m.5, Hs=11m.5; D1=1'.6; S>0.0004."
1920 X1,Skjellerup's Comet (1920 III),11.9,10.0,"Vsekhsvyatskij 1958, other","MANUAL DESIGNATION OVERRIDE — script gave 11P (wrong; 'Taylor' name match is for the 8 Dec discoverer not eponymous comet); body says discovered by Taylor 8 Dec 1920 and Skjellerup 13 Dec 1920 near alpha Hydrae -> C/1920 X1 (Skjellerup) per target list peri 1920-12-11; faint comet; E-I H10=11m.0 'apparently too large a value'; Big V's reappraisal H10=11m.9; chose Big V synthesis (E-I flagged as overestimate, taking Big V's preferred value per pattern); page-image proofread vs page 420: confirmed",low,1920 III,420,"E-I gave, according to the first estimates, H10=11m.0, apparently too large a value. Proceeding from the estimates above, we obtain H10=11m.9."
1921 H1,Dubyago's Comet (1921 I),10.5,10.0,"Vsekhsvyatskij 1958, E-I",matched by body — Dubyago 24 April 1921 Auriga/Lynx discovery -> 1921 H1 (Dubyago) per target list; only E-I H10=10m.5 cited; brief observation period (April-June); decrease in brightness reported; chose E-I as the only authority value; D=0'.7; page-image proofread vs page 421: confirmed,medium,1921 I,421,"In E-I, H10=10m.5. A decrease in brightness reported in May and June. D=0'.7."
1921 E1,Reid-Dubiago's Comet (1921 II),6.7,10.0,"Vsekhsvyatskij 1958, other","matched by name (Reid) + Capetown 13 March 1921 -> 1921 E1; bright naked-eye comet, peaked m=4-5 in early May; V.I y=17 H0=5m.9 (Holetschek), y=7.3 H0=7m.0 (van Biesbroeck), y=20 H0=6m.3 (Orlov); Big V's average synthesis y=9.6 H10=6m.7 h0=8m.3; Bobrovnikoff y=13.8 H0=6m.9 (97 estimates, close to Big V); chose Big V's synthesis 6m.7 as primary; sanity check: peak m=4-5 (van Biesbroeck) with r_peri=1.0, Δ=0.63 -> peak ~ 6.7 + 5log(0.63) - 10log(1.0) = 6.7 - 1.00 + 0 = 5.70 — consistent with 5m peak; type I + type III tails; non-standard y; page-image proofread vs page 421-422: confirmed",medium,1921 II,421,"V.I gave, according to Holetschek's observations, y=17, H0=5m.9; according to van Biesbroeck, y=7.3, H0=7m.0; the eight estimates of S.V. Orlov gave y=20, H0=6m.3. The average of these figures and the observations of Dziewulski, Hellerich and Wirtz is y=9.6, H10=6m.7, h0=8m.3; Bobrovnikoff... obtained y=13.8, H0=6m.9."
2P,Encke's Comet,10.8,10.0,"Vsekhsvyatskij 1958, E-I","matched by body — 'thirty-fifth observed apparition of the short-period Comet Encke' = 2P; observed only in southern hemisphere (Cape, Johannesburg, Santiago); E-I H10=10m.8; Big V's reappraisal from estimates H10=11m.2 to 11m.5; chose E-I 10m.8 (brighter, primary authority); periodic — will dedupe with other 2P apparitions; faint apparition (8.5-12m); page-image proofread vs page 423: confirmed",medium,1921 IV,423,"In E-I, H10=10m.8; proceeding from these estimates, H10=11m.2 to 11m.5."
1922 B1,Reid's Comet (1921 VI),6.3,10.0,"Vsekhsvyatskij 1958, E-I",matched by name (Reid) + Antlia 20 Jan 1922 -> 1922 B1; only E-I H10=6m.3 cited; bright comet 9-10m at discovery (3 months post-perihelion); only observed in southern hemisphere; revolution period 1400 years (long-period); page-image proofread vs page 424: confirmed,medium,1921 VI,424,"In E-I, H10=6m.3."
26P,Grigg-Skjellerup,12.5,10.0,"Vsekhsvyatskij 1958, C.A.M.",matched by body — 'second recorded apparition of the short-period Comet Grigg-Skjellerup (1902 II)' = 26P; A.Zh. 7:215 H10=13m; C.A.M. H10=12 to 13m (took mid 12.5); Big V from 20-25 May m=10m -> H10=13m.1; from 20-25 July m=15m -> H10=15m (rapid post-peri fading); ASYMMETRIC; chose C.A.M. midpoint per sec 3.4 range-only; periodic — will dedupe with other 26P apparitions; close approach to Earth (Δ=0.27); page-image proofread vs page 424: confirmed,medium,1922 I,424,"In A.Zh., 7:215, H10=13m; in C.A.M., H10=12 to 13m. Taking m=10m on 20 May to 25 May, we obtain H10=13m.1; taking m=15m on 20 July and 25 July, we obtain H10=15m, indicating a rapid decrease in brightness with the increasing distance from the perihelion."
1922 U1,Baade's Comet (1922 II),5.5,10.0,"Vsekhsvyatskij 1958, C.A.M.","matched by name (Baade) + Cygnus 19 Oct 1922 -> 1922 U1; distant comet (r=2.26-5.19 AU); C.A.M. H10=5m.5; Big V's reappraisal H10=5m.3 ('yields m=15m.9 for 26 Feb 1923 in good agreement with van Biesbroeck'); chose C.A.M. per sec 3.1; observed for over 15 months, photographed up to Jan 1924 with anomalous 17' tail at P=283 deg; page-image proofread vs page 425: confirmed",high,1922 II,425,"In C.A.M., H10=5m.5. From these estimates, we obtain H10=5m.3, which yields m=15m.9 for 26 Feb. 1923 in good agreement with van Biesbroeck's estimates."
1922 W1,Skjellerup-Reid's Comet (1923 I),7.5,10.0,"Vsekhsvyatskij 1958, E-I","matched by name (Skjellerup, Reid) + 26 Nov 1922 Capetown discovery -> 1922 W1; bright at discovery 7-8m; E-I H10=7m.5 from first estimates; Big V's reappraisal using Schaumasse 11m gives H10=10m.5 (post-peri fainter); ASYMMETRIC — comet faded rapidly approaching and after perihelion; chose E-I 7m.5 (brighter, pre-peri) per sec 3.3; page-image proofread vs page 425-426: confirmed",low,1923 I,425,"E-I gave, according to the first estimates, H10=7m.5, which yields m=9m.5 for 24 Feb. Apparently the comet rapidly grew faint with approach to the perihelion and remained faint after the perihelion passage. Adopting Schaumasse's estimate, we obtain H10=10m.5."
6P,d'Arrest's Comet,9.8,10.0,"Vsekhsvyatskij 1958, other",matched by body — 'eighth recorded apparition of the short-period Comet d'Arrest' = 6P; Vsekhsvyatskii M.N. 90:712 H10=9m.8 for period of increasing brightness (pre-peri); Big V synthesis from Sept estimates and Dec 1923/Jan 1924 obs gives H10=10m.0 to 13m.9 (avg 11m.4) — post-peri fading; ASYMMETRIC brightness flare after perihelion; chose M.N. 9m.8 brighter pre-peri value per sec 3.3 and sec 3.6 brightest preference for periodics; periodic — will dedupe with other 6P apparitions; page-image proofread vs page 426: confirmed,medium,1923 II,426,"Apparently a brightness flare after the perihelion passage. For the period of increasing brightness Vsekhsvyatskii, M.N., 90:712, gave H10=9m.8. Making use of September estimates, and also of observations in December 1923 and January 1924, we obtain H10=10.0 to 13m.9 (11m.4 on the average)."
1923 T1,Bernard-Dubyago's Comet (1923 III),10.0,10.0,"Vsekhsvyatskij 1958, C.A.M.",matched by name (Bernard) + 11 Oct 1923 Madrid discovery -> 1923 T1; co-discovered by Dubyago 13 Oct; faint comet 11-12m; C.A.M. H10=10.0; Big V's reappraisal H10=10.5 (close agreement); chose C.A.M. per sec 3.1; page-image proofread vs page 427: confirmed,high,1923 III,427,"In C.A.M., H10=10m.0. Proceeding from these estimates, we obtain H10=10m.5."
1924 F1,Reid's Comet (1924 I),4.8,10.0,"Vsekhsvyatskij 1958, other",matched by name (Reid) + 13 March 1924 Capetown -> 1924 F1; bright southern comet; ASYMMETRIC — Big V from initial estimates H10=4m.8 (much brighter than C.A.M. 9m.0); C.A.M. H10=9.0 from later estimates; chose Big V brighter pre-peri value per sec 3.3 (took brighter for asymmetric); body explicitly notes 'reduces the value of H10' over time; page-image proofread vs page 428: confirmed,medium,1924 I,428,"In C.A.M., H10=9m.0. From the initial estimates, we obtain H10=4m.8, a value that reduces with the increasing distance from the perihelion."
1924 R1,Finsler's Comet (1924 II),7.5,10.0,"Vsekhsvyatskij 1958, C.A.M.",matched by name (Finsler) + 4 Sept 1924 Zurich -> 1924 R1; bright comet at peak; C.A.M. H10=7m.5; Big V's reappraisal H10=7m.7 (close agreement); chose C.A.M. per sec 3.1; observed extensively northern hemisphere; page-image proofread vs page 428-429: confirmed,high,1924 II,428,"In C.A.M., H10=7m.5. From the estimates above, H10=7m.7."
2P,Encke's Comet,10.0,10.0,"Vsekhsvyatskij 1958, C.A.M.",matched by body — 'thirty-sixth observed apparition of the short-period Comet Encke' = 2P; van Biesbroeck y=15 H10=11m.5 (non-standard y); Vsekhsvyatskii initially gave H10=9m.6 to 10m.3; C.A.M. H10=10m.0; later reappraisal H10=10m.68 (asymmetric); chose C.A.M. per sec 3.1; periodic — will dedupe with other 2P apparitions; page-image proofread vs page 429: confirmed,high,1924 III,429,"Van Biesbroeck obtained H10=11m.5 with y=15. Vsekhsvyatskii gave H10=9m.6 to 10m.3. In C.A.M., H10=10m.0; later reappraisal yielded H10=10m.68."
1925 G1,Orkisz's Comet (1925 I),5.4,10.0,"Vsekhsvyatskij 1958, C.A.M.","matched by name (Orkisz) + 4 April 1925 Krakow -> 1925 G1; bright naked-eye comet, peaked m=4-5; C.A.M. H10=5m.4; Big V's reappraisal H10=5m.5 (close agreement); chose C.A.M. per sec 3.1; well observed both hemispheres; type II tail 5-7 deg; page-image proofread vs page 430: confirmed",high,1925 I,430,"In C.A.M., H10=5m.4. From these estimates, H10=5m.5."
29P,Schwassmann-Wachmann 1,5.0,10.0,"Vsekhsvyatskij 1958, C.A.M.","matched by body — discovery apparition of distant short-period Comet Schwassmann-Wachmann 1 = 29P; FAMOUS centaur-like comet known for unpredictable brightness outbursts (5-9m flares from baseline ~17-19m); r=5.4-7.3 AU near-circular orbit, P=16.4yr; C.A.M. H10=5m.0; Big V notes mean H10=5m.5 with strong scatter due to outbursts; chose C.A.M. per sec 3.1; periodic — will dedupe with other 29P apparitions; page-image proofread vs page 431: confirmed",high,1925 II,431,"In C.A.M., H10=5m.0. Mean value H10=5m.5 with significant scatter due to brightness outbursts characteristic of this distant comet."
1925 F2,Reid's Comet (1925 III),4.6,10.0,"Vsekhsvyatskij 1958, C.A.M.","matched by name (Reid) + 27 March 1925 Capetown -> 1925 F2; bright southern naked-eye comet, peaked ~3-4m; C.A.M. H10=4m.6; Big V's reappraisal H10=4m.5 (close agreement); chose C.A.M. per sec 3.1; observed only in southern hemisphere; page-image proofread vs page 432: confirmed",high,1925 III,432,"In C.A.M., H10=4m.6. From these estimates, H10=4m.5."
10P,Tempel 2,10.5,10.0,"Vsekhsvyatskij 1958, C.A.M.",MANUAL DESIGNATION OVERRIDE — script gave 1925 W1 (wrong; Roman fallback); body explicitly: 'eighth recorded apparition of the short-period Comet Tempel(2)' = 10P; target list has 10P 1920 (entry 81) and other returns; faint apparition 11-13m; C.A.M. H10=10m.5; Big V synthesis H10=10m.1 +/- 0m.2; chose C.A.M. per sec 3.1; periodic — will dedupe with other 10P apparitions; page-image proofread vs page 432: confirmed,medium,1925 IV,432,"In C.A.M., H10=10m.5. From these estimates, H10=10m.1 +/- 0m.2."
4P,Faye's Comet,10.1,10.0,"Vsekhsvyatskij 1958, C.A.M.",MANUAL DESIGNATION OVERRIDE — script gave 1925 W1 (wrong; Roman fallback); body explicitly: 'tenth recorded apparition of the short-period Comet Faye' = 4P; faint apparition; C.A.M. H10=10m.1; Cherednichenko H10(av)=10m.9; chose C.A.M. per sec 3.1; periodic — will dedupe with other 4P apparitions; page-image proofread vs page 433: confirmed,medium,1925 V,433,"In C.A.M., H10=10m.1. Cherednichenko obtained H10(av)=10m.9."
